GeneOrder	GroupName	GroupProteinFunction	GeneAccession	GeneLink	GeneProteinFunction	IsolateName	IsolateAccession	isIsolate	GroupNameGood	Fence	GenomeAcc	NcbiIsolateName	GenomeOrder	inNewPoxAlign
16	E1	polyA polymerase large	CCU55359.1	PROT:CCU55359.1	poly(A) polymerase catalytic subunit VP55	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
16	E1	polyA polymerase large	AXN74848.1	PROT:AXN74848.1	poly(A) polymerase large subuni	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
16	E1	polyA polymerase large	AAG02744.1	PROT:AAG02744.1	AMV038	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
16	E1	polyA polymerase large	BAO49506.1	PROT:BAO49506.1	putative poly(A) polymerase large subuni	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
16	E1	polyA polymerase large	APG58240.1	PROT:APG58240.1	polyA polymerase catalytic subuni	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
16	E1	polyA polymerase large	AAR98375.1	PROT:AAR98375.1	ORF018 poly-A polymerase catalytic subunit PAPL	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
16	E1	polyA polymerase large	AAG37515.1	PROT:AAG37515.1	CMP53L	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
16	E1	polyA polymerase large	AAL73760.1	PROT:AAL73760.1	poly(A) polymerase large subunit PAPL	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
16	E1	polyA polymerase large	AAR83475.1	PROT:AAR83475.1	CNPV129 poly(A) polymerase large subunit PAPL	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
16	E1	polyA polymerase large	CCU55653.1	PROT:CCU55653.1	poly(A) polymerase catalytic subunit VP55	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
16	E1	polyA polymerase large	CCU55966.1	PROT:CCU55966.1	poly(A) polymerase catalytic subunit VP55	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
16	E1	polyA polymerase large	ADT91067.1	PROT:ADT91067.1	polyA polymerase large subuni	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
16	E1	polyA polymerase large	AAM13512.1	PROT:AAM13512.1	CPXV067 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
16	E1	polyA polymerase large	ABI99196.1	PROT:ABI99196.1	poly(A) polymerase large subuni	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
16	E1	polyA polymerase large	ATI21138.1	PROT:ATI21138.1	polymerase catalytic subunit VP55	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
16	E1	polyA polymerase large	AAM92345.1	PROT:AAM92345.1	EVM041	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
16	E1	polyA polymerase large	AFH54603.1	PROT:AFH54603.1	poly(a) polymerase large subuni	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
16	E1	polyA polymerase large	ASK51236.1	PROT:ASK51236.1	Poly (A) polymerase catalytic subuni	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
16	E1	polyA polymerase large	AUD40206.1	PROT:AUD40206.1	polyA polymerase large subuni	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
16	E1	polyA polymerase large	AAF44446.1	PROT:AAF44446.1	"ORF FPV102 Poly(A) polymerase large subunit, PAP-L"	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
16	E1	polyA polymerase large	YP_001293223.1	PROT:YP_001293223.1	hypothetical protein GTPV_gp028	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
16	E1	polyA polymerase large	ABH08161.1	PROT:ABH08161.1	HSPV058	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
16	E1	polyA polymerase large	AAK84993.1	PROT:AAK84993.1	LSDV032 poly(A) polymerase large subuni	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
16	E1	polyA polymerase large	AAC97789.1	PROT:AAC97789.1	"ORF MSV143 putative poly(A) polymerase large subunit PAP-L homolog (vaccinia E1L), similar to SW:P33809"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
16	E1	polyA polymerase large	AAC55159.1	PROT:AAC55159.1	MC031L	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
16	E1	polyA polymerase large	AAX09145.1	PROT:AAX09145.1	MPXV-COP-044	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
16	E1	polyA polymerase large	AAL40508.1	PROT:AAL40508.1	F1L	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
16	E1	polyA polymerase large	AST09248.1	PROT:AST09248.1	VP55	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
16	E1	polyA polymerase large	CCU56262.1	PROT:CCU56262.1	poly(A) polymerase catalytic subunit VP55	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
16	E1	polyA polymerase large	AAF14915.1	PROT:AAF14915.1	m27L	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
16	E1	polyA polymerase large	AFU77292.1	PROT:AFU77292.1	m27L	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
16	E1	polyA polymerase large	ABJ08945.1	PROT:ABJ08945.1	poly(A) polymerase large subuni	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
16	E1	polyA polymerase large	ABA00535.1	PROT:ABA00535.1	poly-A polymerase catalytic subuni	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
16	E1	polyA polymerase large	AAR98243.1	PROT:AAR98243.1	ORF018 poly-A polymerase catalytic subunit PAPL	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
16	E1	polyA polymerase large	AYN64624.1	PROT:AYN64624.1	putative E1L protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
16	E1	polyA polymerase large	AIZ77269.1	PROT:AIZ77269.1	putative poly-A polymerase catalytic subunit PAPL	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
16	E1	polyA polymerase large	AID46841.1	PROT:AID46841.1	polyA polymerase large subunit PAP-L	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
16	E1	polyA polymerase large	AID46612.1	PROT:AID46612.1	polyA polymerase large subunit PAP-L	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
16	E1	polyA polymerase large	ADC53919.1	PROT:ADC53919.1	poly(A)-polymerase subuni	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
16	E1	polyA polymerase large	ANS71113.1	PROT:ANS71113.1	poly(a) polymerase catalytic subuni	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
16	E1	polyA polymerase large	AAF17910.1	PROT:AAF17910.1	gp027L	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
16	E1	polyA polymerase large	AKJ93685.1	PROT:AKJ93685.1	Poly-A polymerase catalytic subunit VP55 protein	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
16	E1	polyA polymerase large	AKR04194.1	PROT:AKR04194.1	poly(A) polymerase catalytic subuni	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
16	E1	polyA polymerase large	AWU47070.1	PROT:AWU47070.1	poly polymerase catalytic subuni	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
16	E1	polyA polymerase large	ASC55617.1	PROT:ASC55617.1	poly(A) polymerase large subunit-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
16	E1	polyA polymerase large	NP_659604.1	PROT:NP_659604.1	Poly(A) polymerase large subuni	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
16	E1	polyA polymerase large	AOP31534.1	PROT:AOP31534.1	poly polymerase catalytic subuni	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
16	E1	polyA polymerase large	CCD83206.1	PROT:CCD83206.1	poly(A) polymerase catalytic subuni	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
16	E1	polyA polymerase large	AAL69769.1	PROT:AAL69769.1	SPV030 poly(A) polymerase lage subunit PAPL	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
16	E1	polyA polymerase large	ABD97624.1	PROT:ABD97624.1	poly-A polymerase catalytic subunit VP55	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
16	E1	polyA polymerase large	ALA62447.1	PROT:ALA62447.1	poly(A) polymerase large subunit PAP-L	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
16	E1	polyA polymerase large	AAO89336.1	PROT:AAO89336.1	poly-A polymerase catalytic subunit VP55	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
16	E1	polyA polymerase large	CAA48983.1	PROT:CAA48983.1	E1L	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
16	E1	polyA polymerase large	CAB54642.1	PROT:CAB54642.1	C1L protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
16	E1	polyA polymerase large	AOP31745.1	PROT:AOP31745.1	poly polymerase catalytic subuni	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
16	E1	polyA polymerase large	ATI20974.1	PROT:ATI20974.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
16	E1	polyA polymerase large	AAR07389.1	PROT:AAR07389.1	32L	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
16	E1	polyA polymerase large	CAC21270.1	PROT:CAC21270.1	32L protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
16	E1	polyA polymerase large	AEN03624.1	PROT:AEN03624.1	VP55	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
17	E9	DNA-polymerase	CCU55370.1	PROT:CCU55370.1	DNA polymerase	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
17	E9	DNA-polymerase	AXN74856.1	PROT:AXN74856.1	DNA polymerase	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
17	E9	DNA-polymerase	AAG02756.1	PROT:AAG02756.1	AMV050	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
17	E9	DNA-polymerase	BAO49586.1	PROT:BAO49586.1	DNA polymerase	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
17	E9	DNA-polymerase	APG58249.1	PROT:APG58249.1	DNA polymerase	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
17	E9	DNA-polymerase	AAR98382.1	PROT:AAR98382.1	ORF025 DNA polymerase	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
17	E9	DNA-polymerase	AAG37526.1	PROT:AAG37526.1	CMP61L	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
17	E9	DNA-polymerase	AAL73768.1	PROT:AAL73768.1	DNA polymerase	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
17	E9	DNA-polymerase	AAR83467.1	PROT:AAR83467.1	CNPV121 DNA polymerase	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
17	E9	DNA-polymerase	CCU55637.1	PROT:CCU55637.1	DNA polymerase	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
17	E9	DNA-polymerase	CCU55950.1	PROT:CCU55950.1	DNA polymerase	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
17	E9	DNA-polymerase	ADT91072.1	PROT:ADT91072.1	DNA-dependent DNA polymerase	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
17	E9	DNA-polymerase	AAM13520.1	PROT:AAM13520.1	CPXV075 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
17	E9	DNA-polymerase	ABI99203.1	PROT:ABI99203.1	DNA polymerase	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
17	E9	DNA-polymerase	ATI21145.1	PROT:ATI21145.1	DNA polymerase	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
17	E9	DNA-polymerase	AAM92353.1	PROT:AAM92353.1	EVM049	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
17	E9	DNA-polymerase	AFH54611.1	PROT:AFH54611.1	DNA polymerase	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
17	E9	DNA-polymerase	ASK51242.1	PROT:ASK51242.1	DNA polymerase	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
17	E9	DNA-polymerase	AUD40198.1	PROT:AUD40198.1	DNA polymerase	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
17	E9	DNA-polymerase	AAF44438.1	PROT:AAF44438.1	ORF FPV094 DNA polymerase	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
17	E9	DNA-polymerase	YP_001293230.1	PROT:YP_001293230.1	hypothetical protein GTPV_gp035	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
17	E9	DNA-polymerase	ABH08169.1	PROT:ABH08169.1	HSPV066	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
17	E9	DNA-polymerase	AAK85000.1	PROT:AAK85000.1	LSDV039 DNA polymerase	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
17	E9	DNA-polymerase	AAC97837.1	PROT:AAC97837.1	"ORF MSV036 putative DNA polymerase, Choristoneura biennis entomopox virus DPOL homolog (vaccinia E9L), similar to SW:P30319"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
17	E9	DNA-polymerase	AAC55167.1	PROT:AAC55167.1	MC039L	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
17	E9	DNA-polymerase	AAX09152.1	PROT:AAX09152.1	MPXV-COP-051	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
17	E9	DNA-polymerase	AAL40515.1	PROT:AAL40515.1	F8L	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
17	E9	DNA-polymerase	AST09255.1	PROT:AST09255.1	DNA polymerase	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
17	E9	DNA-polymerase	CCU56273.1	PROT:CCU56273.1	DNA polymerase	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
17	E9	DNA-polymerase	AAF14922.1	PROT:AAF14922.1	m34L	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
17	E9	DNA-polymerase	AFU77299.1	PROT:AFU77299.1	m34L	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
17	E9	DNA-polymerase	ABJ08950.1	PROT:ABJ08950.1	DNA polymerase	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
17	E9	DNA-polymerase	ABA00542.1	PROT:ABA00542.1	DNA polymerase	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
17	E9	DNA-polymerase	AAR98250.1	PROT:AAR98250.1	ORF025 DNA polymerase	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
17	E9	DNA-polymerase	AYN64632.1	PROT:AYN64632.1	putative E9L protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
17	E9	DNA-polymerase	AIZ77276.1	PROT:AIZ77276.1	putative DNA polymerase	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
17	E9	DNA-polymerase	AID46833.1	PROT:AID46833.1	DNA polymerase	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
17	E9	DNA-polymerase	AID46604.1	PROT:AID46604.1	DNA polymerase	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
17	E9	DNA-polymerase	ADC53926.1	PROT:ADC53926.1	DNA-polymerase	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
17	E9	DNA-polymerase	ANS71126.1	PROT:ANS71126.1	DNA polymerase	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
17	E9	DNA-polymerase	AAF17916.1	PROT:AAF17916.1	gp034L	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
17	E9	DNA-polymerase	AKJ93693.1	PROT:AKJ93693.1	DNA polymerase	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
17	E9	DNA-polymerase	AKR04200.1	PROT:AKR04200.1	DNA polymerase elongation subunit family B	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
17	E9	DNA-polymerase	AWU47082.1	PROT:AWU47082.1	DNA polymerase	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
17	E9	DNA-polymerase	ASC55610.1	PROT:ASC55610.1	putative DNA polymerase-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
17	E9	DNA-polymerase	NP_659611.1	PROT:NP_659611.1	DNA polymerase	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
17	E9	DNA-polymerase	AOP31542.1	PROT:AOP31542.1	DNA polymerase	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
17	E9	DNA-polymerase	CCD83215.1	PROT:CCD83215.1	DNA polymerase	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
17	E9	DNA-polymerase	AAL69775.1	PROT:AAL69775.1	SPV036 DNA polymerase	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
17	E9	DNA-polymerase	ABD97632.1	PROT:ABD97632.1	DNA polymerase	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
17	E9	DNA-polymerase	ALA62442.1	PROT:ALA62442.1	DNA polymerase	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
17	E9	DNA-polymerase	AAO89344.1	PROT:AAO89344.1	DNA polymerase	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
17	E9	DNA-polymerase	CAA48991.1	PROT:CAA48991.1	E9L	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
17	E9	DNA-polymerase	CAB54650.1	PROT:CAB54650.1	C9L protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
17	E9	DNA-polymerase	AOP31753.1	PROT:AOP31753.1	DNA polymerase	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
17	E9	DNA-polymerase	ATI20981.1	PROT:ATI20981.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
17	E9	DNA-polymerase	AAR07396.1	PROT:AAR07396.1	39L	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
17	E9	DNA-polymerase	CAC21277.1	PROT:CAC21277.1	39L protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
17	E9	DNA-polymerase	AEN03632.1	PROT:AEN03632.1	DNA polymerase	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
18	G5	FEN1	CCU55478.1	PROT:CCU55478.1	FEN1-like nuclease (Cop-G5R)	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
18	G5	FEN1	AXN74874.1	PROT:AXN74874.1	hypothetical protein	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
18	G5	FEN1	AAG02885.1	PROT:AAG02885.1	AMV179	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
18	G5	FEN1	BAO49469.1	PROT:BAO49469.1	FEN1-like nuclease	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
18	G5	FEN1	APG58269.1	PROT:APG58269.1	putative nuclease G5	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
18	G5	FEN1	AAR98398.1	PROT:AAR98398.1	ORF041 hypothetical protein	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
18	G5	FEN1	AAG37549.1	PROT:AAG37549.1	CMP79R	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
18	G5	FEN1	AAL73787.1	PROT:AAL73787.1	hypothetical protein	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
18	G5	FEN1	AAR83491.1	PROT:AAR83491.1	CNPV145 conserved hypothetical protein	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
18	G5	FEN1	CCU55786.1	PROT:CCU55786.1	FEN1-like nuclease (Cop-G5R)	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
18	G5	FEN1	CCU56088.1	PROT:CCU56088.1	FEN1-like nuclease (Cop-G5R)	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
18	G5	FEN1	ADT91086.2	PROT:ADT91086.2	Flap endonuclease FEN-1	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
18	G5	FEN1	AAM13537.1	PROT:AAM13537.1	CPXV092 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
18	G5	FEN1	ABI99218.1	PROT:ABI99218.1	hypothetical protein DpV83gp063	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
18	G5	FEN1	ATI21162.1	PROT:ATI21162.1	FEN1-like nuclease	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
18	G5	FEN1	AAM92370.1	PROT:AAM92370.1	EVM066	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
18	G5	FEN1	AFH54629.1	PROT:AFH54629.1	hypothetical protein ERPV_069	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
18	G5	FEN1	ASK51259.1	PROT:ASK51259.1	FEN1-like nuclease	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
18	G5	FEN1	AUD40221.1	PROT:AUD40221.1	flap endonuclease	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
18	G5	FEN1	AAF44461.1	PROT:AAF44461.1	ORF FPV117	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
18	G5	FEN1	YP_001293245.1	PROT:YP_001293245.1	hypothetical protein GTPV_gp050	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
18	G5	FEN1	ABH08189.1	PROT:ABH08189.1	HSPV083	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
18	G5	FEN1	AAK85015.1	PROT:AAK85015.1	LSDV054 hypothetical protein	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
18	G5	FEN1	AAC97659.1	PROT:AAC97659.1	"ORF MSV115 putative vaccinia G5R homolog, similar to GB:J03399"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
18	G5	FEN1	AAC55188.1	PROT:AAC55188.1	MC60R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
18	G5	FEN1	AAX09169.1	PROT:AAX09169.1	MPXV-COP-068	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
18	G5	FEN1	AAL40532.1	PROT:AAL40532.1	G5R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
18	G5	FEN1	AST09273.1	PROT:AST09273.1	FEN1-like nuclease	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
18	G5	FEN1	CCU56413.1	PROT:CCU56413.1	FEN1-like nuclease (Cop-G5R)	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
18	G5	FEN1	AAF14937.1	PROT:AAF14937.1	m049R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
18	G5	FEN1	AFU77313.1	PROT:AFU77313.1	m049R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
18	G5	FEN1	ABJ08967.1	PROT:ABJ08967.1	virion core protein	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
18	G5	FEN1	ABA00558.1	PROT:ABA00558.1	hypothetical protein	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
18	G5	FEN1	AAR98266.1	PROT:AAR98266.1	ORF041 hypothetical protein	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
18	G5	FEN1	AYN64648.1	PROT:AYN64648.1	putative G5R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
18	G5	FEN1	AIZ77292.1	PROT:AIZ77292.1	putative FEN-1 like endonuclease	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
18	G5	FEN1	AID46855.1	PROT:AID46855.1	hypothetical protein pepv_123	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
